,FLTNUM,FLTDAT,BCLS,TARIF_RUB
7944,1122,2018-03-18,T,6249.91
7945,1122,2018-03-19,D,29475.31
7946,1122,2018-03-19,E,3484.331
7947,1122,2018-03-19,H,11549.975
7948,1122,2018-03-19,K,14900.23
7949,1122,2018-03-19,L,9699.927
7950,1122,2018-03-19,N,1843.8561
7951,1122,2018-03-19,R,2632.35
7952,1122,2018-03-19,T,4933.6313
7953,1122,2018-03-19,X,0.0
7954,1122,2018-03-20,D,29889.416
7955,1122,2018-03-20,E,3626.2524
7956,1122,2018-03-20,M,1667.5
7957,1122,2018-03-20,N,2141.4023
7958,1122,2018-03-20,Q,6649.75
7959,1122,2018-03-20,R,1359.29
7960,1122,2018-03-20,T,5513.41
7961,1122,2018-03-20,U,17750.09
7962,1122,2018-03-20,X,0.0
7963,1122,2018-03-21,C,3052.5
7964,1122,2018-03-21,D,29522.281
7965,1122,2018-03-21,E,3318.875
7966,1122,2018-03-21,H,1700.12
7967,1122,2018-03-21,N,1754.739
7968,1122,2018-03-21,R,1154.7319
7969,1122,2018-03-22,D,40033.98
7970,1122,2018-03-22,E,3430.998
7971,1122,2018-03-22,L,9104.93
7972,1122,2018-03-22,M,1468.3334
7973,1122,2018-03-22,N,1530.0
7974,1122,2018-03-22,Q,4381.1533
7975,1122,2018-03-22,R,1262.96
7976,1122,2018-03-22,T,5252.221
7977,1122,2018-03-22,X,0.0
7978,1122,2018-03-23,D,19666.666
7979,1122,2018-03-23,E,2906.9783
7980,1122,2018-03-23,H,5599.64
7981,1122,2018-03-23,K,8553.037
7982,1122,2018-03-23,L,8626.78
7983,1122,2018-03-23,N,1923.5416
7984,1122,2018-03-23,Q,5594.866
7985,1122,2018-03-23,T,6047.3735
7986,1122,2018-03-23,U,8373.88
7987,1122,2018-03-23,X,0.0
7988,1122,2018-03-24,B,23250.0
7989,1122,2018-03-24,E,2462.6704
7990,1122,2018-03-24,H,13800.0
7991,1122,2018-03-24,L,6906.551
7992,1122,2018-03-24,M,10377.5
7993,1122,2018-03-24,N,1633.968
7994,1122,2018-03-24,Q,5225.223
7995,1122,2018-03-24,T,3350.75
7996,1122,2018-03-24,X,0.0
7997,1122,2018-03-25,D,25812.5
7998,1122,2018-03-25,E,2421.6733
7999,1122,2018-03-25,H,11300.0
8000,1122,2018-03-25,K,12652.554
8001,1122,2018-03-25,L,6910.81
8002,1122,2018-03-25,N,1518.6251
8003,1122,2018-03-25,O,0.0
8004,1122,2018-03-25,T,3507.3286
8005,1122,2018-03-25,X,0.0
8006,1122,2018-03-26,D,28196.04
8007,1122,2018-03-26,E,2868.205
8008,1122,2018-03-26,H,11299.865
8009,1122,2018-03-26,L,5988.726
8010,1122,2018-03-26,N,1583.5627
8011,1122,2018-03-26,O,0.0
8012,1122,2018-03-26,Q,4285.812
8013,1122,2018-03-26,R,1517.64
8014,1122,2018-03-26,T,4310.242
8015,1122,2018-03-26,X,0.0
8016,1122,2018-03-27,C,22332.5
8017,1122,2018-03-27,E,2921.9883
8018,1122,2018-03-27,H,8075.56
8019,1122,2018-03-27,M,1670.0
8020,1122,2018-03-27,N,1905.916
8021,1122,2018-03-27,R,849.97003
8022,1122,2018-03-27,T,4743.01
8023,1122,2018-03-27,X,0.0
8024,1122,2018-03-28,D,27660.633
8025,1122,2018-03-28,E,3350.0
8026,1122,2018-03-28,H,11299.89
8027,1122,2018-03-28,J,66000.0
8028,1122,2018-03-28,K,6603.24
8029,1122,2018-03-28,L,6400.8667
8030,1122,2018-03-28,M,19100.0
8031,1122,2018-03-28,N,1867.041
8032,1122,2018-03-28,Q,6657.341
8033,1122,2018-03-28,R,873.3333
8034,1122,2018-03-28,T,6000.0146
8035,1122,2018-03-28,U,12644.005
8036,1122,2018-03-28,X,0.0
8037,1122,2018-03-29,C,3386.25
8038,1122,2018-03-29,D,29500.0
8039,1122,2018-03-29,E,3255.317
8040,1122,2018-03-29,L,8026.408
8041,1122,2018-03-29,M,1426.0526
8042,1122,2018-03-29,N,1598.6685
8043,1122,2018-03-29,O,0.0
8044,1122,2018-03-29,Q,6522.024
8045,1122,2018-03-29,R,1120.0
8046,1122,2018-03-29,T,4893.0254
8047,1122,2018-03-29,X,0.0
8048,1122,2018-03-30,D,29500.0
8049,1122,2018-03-30,E,2379.865
8050,1122,2018-03-30,H,9341.62
8051,1122,2018-03-30,I,18523.64
8052,1122,2018-03-30,L,8699.93
8053,1122,2018-03-30,N,1637.77
8054,1122,2018-03-30,O,1955.0801
8055,1122,2018-03-30,Q,6152.0244
8056,1122,2018-03-30,T,3880.527
8057,1122,2018-03-30,X,0.0
8058,1122,2018-03-31,E,3194.77
8059,1122,2018-03-31,G,4116.151
8060,1122,2018-03-31,H,12300.03
8061,1122,2018-03-31,L,9590.427
8062,1122,2018-03-31,M,0.0
8063,1122,2018-03-31,N,1804.1327
8064,1122,2018-03-31,O,0.0
8065,1122,2018-03-31,R,654.03
8066,1122,2018-03-31,T,5004.521
8067,1122,2018-03-31,X,0.0
8068,1122,2018-05-01,B,22682.371
8069,1122,2018-05-01,C,51000.0
8070,1122,2018-05-01,D,29500.13
8071,1122,2018-05-01,E,3972.21
8072,1122,2018-05-01,I,14385.04
8073,1122,2018-05-01,L,4876.46
8074,1122,2018-05-01,M,20100.0
8075,1122,2018-05-01,N,1614.925
8076,1122,2018-05-01,P,5099.72
8077,1122,2018-05-01,Q,5080.9424
8078,1122,2018-05-01,T,2980.65
8079,1122,2018-05-01,X,0.0
8080,1122,2018-05-01,Y,8900.0
8081,1122,2018-05-02,C,45000.0
8082,1122,2018-05-02,E,1717.68
8083,1122,2018-05-02,H,11299.98
8084,1122,2018-05-02,J,66000.06
8085,1122,2018-05-02,K,14721.394
8086,1122,2018-05-02,L,6253.91
8087,1122,2018-05-02,M,16190.653
8088,1122,2018-05-02,N,1737.009
8089,1122,2018-05-02,T,4796.7026
8090,1122,2018-05-02,Y,28449.8
8091,1122,2018-05-03,D,28319.953
8092,1122,2018-05-03,E,3056.6313
8093,1122,2018-05-03,H,10737.53
8094,1122,2018-05-03,I,17307.28
8095,1122,2018-05-03,K,16400.0
8096,1122,2018-05-03,L,3864.2869
8097,1122,2018-05-03,M,5385.62
8098,1122,2018-05-03,N,1927.44
8099,1122,2018-05-03,Q,0.0
8100,1122,2018-05-03,R,1120.03
8101,1122,2018-05-03,X,0.0
8102,1122,2018-05-04,D,25285.715
8103,1122,2018-05-04,E,2037.3638
8104,1122,2018-05-04,H,5373.3604
8105,1122,2018-05-04,M,1800.0
8106,1122,2018-05-04,N,1664.9634
8107,1122,2018-05-04,Q,5499.113
8108,1122,2018-05-04,R,980.02625
8109,1122,2018-05-04,T,4812.2646
8110,1122,2018-05-04,X,0.0
8111,1122,2018-05-05,B,6552.46
8112,1122,2018-05-05,D,35500.0
8113,1122,2018-05-05,E,2720.765
8114,1122,2018-05-05,N,1681.7032
8115,1122,2018-05-05,Q,6649.925
8116,1122,2018-05-05,R,1219.4551
8117,1122,2018-05-05,T,4693.58
8118,1122,2018-05-05,X,0.0
8119,1122,2018-05-06,D,26255.0
8120,1122,2018-05-06,E,1812.6426
8121,1122,2018-05-06,H,7074.18
8122,1122,2018-05-06,K,8697.64
8123,1122,2018-05-06,L,6718.1235
8124,1122,2018-05-06,M,8334.66
8125,1122,2018-05-06,N,1585.8903
8126,1122,2018-05-06,Q,1585.23
8127,1122,2018-05-06,X,0.0
8128,1122,2018-05-07,E,3269.9033
8129,1122,2018-05-07,L,5303.663
8130,1122,2018-05-07,N,1726.5483
8131,1122,2018-05-07,R,758.5334
8132,1122,2018-05-07,T,4898.676
8133,1122,2018-05-07,X,0.0
8134,1122,2018-05-08,B,8508.293
8135,1122,2018-05-08,C,4065.0
8136,1122,2018-05-08,D,29500.0
8137,1122,2018-05-08,E,2423.6262
8138,1122,2018-05-08,N,1506.61
8139,1122,2018-05-08,Q,0.0
8140,1122,2018-05-08,R,1503.946
8141,1122,2018-05-09,E,3161.1262
8142,1122,2018-05-09,H,5819.79
8143,1122,2018-05-09,L,4876.46
8144,1122,2018-05-09,N,2078.7786
8145,1122,2018-05-09,R,1484.8225
8146,1122,2018-05-09,X,0.0
8147,1122,2018-05-10,E,3531.26
8148,1122,2018-05-10,H,3649.8467
8149,1122,2018-05-10,K,8243.79
8150,1122,2018-05-10,L,4660.2534
8151,1122,2018-05-10,N,1614.998
8152,1122,2018-05-10,Q,2633.3433
8153,1122,2018-05-10,T,4439.765
8154,1122,2018-05-10,X,0.0
8155,1122,2018-05-11,E,3296.669
8156,1122,2018-05-11,L,9494.74
8157,1122,2018-05-11,Q,4337.202
8158,1122,2018-05-11,T,5708.7764
8159,1122,2018-05-12,D,26616.61
8160,1122,2018-05-12,E,3836.1877
8161,1122,2018-05-12,H,8048.204
8162,1122,2018-05-12,K,9695.22
8163,1122,2018-05-12,L,8265.03
8164,1122,2018-05-12,M,1828.75
8165,1122,2018-05-12,N,1973.3921
8166,1122,2018-05-12,Q,3099.6438
8167,1122,2018-05-12,T,5312.44
8168,1122,2018-05-12,U,8547.6
8169,1122,2018-05-12,Y,8560.24
8170,1122,2018-05-13,D,29548.904
8171,1122,2018-05-13,E,4615.888
8172,1122,2018-05-13,J,63744.477
8173,1122,2018-05-13,K,10957.503
8174,1122,2018-05-13,L,9440.2
8175,1122,2018-05-13,N,1440.3846
8176,1122,2018-05-13,O,0.0
8177,1122,2018-05-13,Q,7451.134
8178,1122,2018-05-13,R,1118.9075
8179,1122,2018-05-13,T,5326.792
8180,1122,2018-05-13,X,0.0
8181,1122,2018-05-13,Y,14134.495
8182,1122,2018-05-14,D,35500.0
8183,1122,2018-05-14,E,3184.5156
8184,1122,2018-05-14,K,8200.0
8185,1122,2018-05-14,L,7668.7734
8186,1122,2018-05-14,N,1877.3826
8187,1122,2018-05-14,Q,7366.87
8188,1122,2018-05-14,R,1517.73
8189,1122,2018-05-14,T,4174.185
8190,1122,2018-05-15,E,3434.8772
8191,1122,2018-05-15,H,7326.5464
8192,1122,2018-05-15,L,6702.243
8193,1122,2018-05-15,N,2031.25
8194,1122,2018-05-15,Q,4750.18
8195,1122,2018-05-15,R,1129.68
8196,1122,2018-05-15,T,4772.4224
8197,1122,2018-05-15,U,16391.197
8198,1122,2018-05-16,D,28910.0
8199,1122,2018-05-16,E,3556.3884
8200,1122,2018-05-16,H,13800.0
8201,1122,2018-05-16,I,15999.05
8202,1122,2018-05-16,J,65999.79
8203,1122,2018-05-16,L,8294.163
8204,1122,2018-05-16,M,20099.89
8205,1122,2018-05-16,N,1908.6506
8206,1122,2018-05-16,Q,5062.866
8207,1122,2018-05-16,R,1332.8958
8208,1122,2018-05-16,T,4675.8257
8209,1122,2018-05-16,U,17500.057
8210,1122,2018-05-17,D,31815.0
8211,1122,2018-05-17,E,3685.755
8212,1122,2018-05-17,H,9216.576
8213,1122,2018-05-17,L,7065.1743
8214,1122,2018-05-17,N,2471.6
8215,1122,2018-05-17,O,0.0
8216,1122,2018-05-17,Q,5749.091
8217,1122,2018-05-17,R,1287.13
8218,1122,2018-05-17,T,5666.697
8219,1122,2018-05-17,X,0.0
8220,1122,2018-05-18,D,31500.07
8221,1122,2018-05-18,E,3429.205
8222,1122,2018-05-18,H,8387.225
8223,1122,2018-05-18,M,2546.42
8224,1122,2018-05-18,N,1954.8212
8225,1122,2018-05-18,O,0.0
8226,1122,2018-05-18,Q,6820.72
8227,1122,2018-05-18,R,1658.35
8228,1122,2018-05-18,T,5791.69
8229,1122,2018-05-18,X,0.0
8230,1122,2018-05-19,E,3349.9468
8231,1122,2018-05-19,H,6505.76
8232,1122,2018-05-19,L,5419.08
8233,1122,2018-05-19,M,10298.993
8234,1122,2018-05-19,N,1784.4314
8235,1122,2018-05-19,O,7499.71
8236,1122,2018-05-19,Q,9150.0
8237,1122,2018-05-19,R,1198.7942
8238,1122,2018-05-19,T,5162.7627
8239,1122,2018-05-19,X,0.0
8240,1122,2018-05-20,D,32500.0
8241,1122,2018-05-20,E,3070.95
8242,1122,2018-05-20,H,10973.262
8243,1122,2018-05-20,I,15641.56
8244,1122,2018-05-20,K,11303.655
8245,1122,2018-05-20,L,6411.1797
8246,1122,2018-05-20,M,5374.8535
8247,1122,2018-05-20,N,1391.93
8248,1122,2018-05-20,O,0.0
8249,1122,2018-05-20,Q,5926.627
8250,1122,2018-05-20,R,1412.565
8251,1122,2018-05-20,T,3707.3599
8252,1122,2018-05-20,U,6747.4937
8253,1122,2018-05-20,X,0.0
8254,1122,2018-05-21,C,24470.19
8255,1122,2018-05-21,E,2897.565
8256,1122,2018-05-21,H,10597.215
8257,1122,2018-05-21,J,55337.02
8258,1122,2018-05-21,K,14899.83
8259,1122,2018-05-21,L,7153.3286
8260,1122,2018-05-21,N,1982.4615
8261,1122,2018-05-21,O,1519.89
8262,1122,2018-05-21,Q,7065.141
8263,1122,2018-05-21,R,1599.79
8264,1122,2018-05-21,T,4308.99
8265,1122,2018-05-21,U,19000.0
8266,1122,2018-05-21,X,0.0
8267,1122,2018-05-22,D,39499.96
8268,1122,2018-05-22,E,2373.223
8269,1122,2018-05-22,I,15154.62
8270,1122,2018-05-22,L,8027.1045
8271,1122,2018-05-22,N,2438.848
8272,1122,2018-05-22,O,0.0
8273,1122,2018-05-22,Q,4554.135
8274,1122,2018-05-22,R,1551.922
8275,1122,2018-05-22,T,4481.8784
8276,1122,2018-05-22,X,0.0
8277,1122,2018-05-23,D,29500.0
8278,1122,2018-05-23,E,3644.59
8279,1122,2018-05-23,K,17900.0
8280,1122,2018-05-23,L,7868.775
8281,1122,2018-05-23,M,1800.0
8282,1122,2018-05-23,N,1615.145
8283,1122,2018-05-23,Q,6774.9375
8284,1122,2018-05-23,R,1651.0934
8285,1122,2018-05-23,T,5081.478
8286,1122,2018-05-23,U,16500.0
8287,1122,2018-05-24,E,3350.0
8288,1122,2018-05-24,H,6582.06
8289,1122,2018-05-24,I,15999.2
8290,1122,2018-05-24,L,5202.1
8291,1122,2018-05-24,M,1830.0
8292,1122,2018-05-24,N,1575.1323
8293,1122,2018-05-24,O,0.0
8294,1122,2018-05-24,Q,5302.4814
8295,1122,2018-05-24,R,1389.19
8296,1122,2018-05-24,U,9994.94
8297,1122,2018-05-24,X,0.0
8298,1122,2018-05-24,Y,1403.7151
8299,1122,2018-05-25,D,29499.99
8300,1122,2018-05-25,E,3226.9321
8301,1122,2018-05-25,H,12299.985
8302,1122,2018-05-25,L,8686.463
8303,1122,2018-05-25,M,12463.75
8304,1122,2018-05-25,O,0.0
8305,1122,2018-05-25,U,13866.463
8306,1122,2018-05-26,D,28713.334
8307,1122,2018-05-26,E,2942.7065
8308,1122,2018-05-26,H,12800.005
8309,1122,2018-05-26,I,19297.01
8310,1122,2018-05-26,L,6841.76
8311,1122,2018-05-26,M,1827.6
8312,1122,2018-05-26,N,1600.7277
8313,1122,2018-05-26,Q,5891.5127
8314,1122,2018-05-26,R,1050.5
8315,1122,2018-05-26,T,4874.445
8316,1122,2018-05-26,X,0.0
8317,1122,2018-05-27,D,39500.0
8318,1122,2018-05-27,E,3349.986
8319,1122,2018-05-27,H,6394.55
8320,1122,2018-05-27,I,25123.44
8321,1122,2018-05-27,L,7976.8237
8322,1122,2018-05-27,N,2494.932
8323,1122,2018-05-27,Q,5936.2134
8324,1122,2018-05-27,R,1176.8444
8325,1122,2018-05-27,T,5175.0757
8326,1122,2018-05-27,U,8004.84
8327,1122,2018-05-27,X,0.0
8328,1122,2018-05-28,D,24007.0
8329,1122,2018-05-28,E,3245.2012
8330,1122,2018-05-28,K,14027.41
8331,1122,2018-05-28,L,6411.653
8332,1122,2018-05-28,M,18076.37
8333,1122,2018-05-28,N,2181.2046
8334,1122,2018-05-28,O,0.0
8335,1122,2018-05-28,R,676.11
8336,1122,2018-05-28,T,5000.0
8337,1122,2018-05-28,X,0.0
8338,1122,2018-05-29,D,29500.0
8339,1122,2018-05-29,E,3483.1719
8340,1122,2018-05-29,H,4455.11
8341,1122,2018-05-29,I,13987.46
8342,1122,2018-05-29,L,8112.88
8343,1122,2018-05-29,N,1850.435
8344,1122,2018-05-29,P,5099.86
8345,1122,2018-05-29,Q,4989.1865
8346,1122,2018-05-29,T,4896.565
8347,1122,2018-05-29,U,5836.8203
8348,1122,2018-05-30,B,23249.78
8349,1122,2018-05-30,D,29464.816
8350,1122,2018-05-30,E,3349.72
8351,1122,2018-05-30,H,8887.295
8352,1122,2018-05-30,I,14883.58
8353,1122,2018-05-30,L,9401.578
8354,1122,2018-05-30,M,17764.86
8355,1122,2018-05-30,N,1482.15
8356,1122,2018-05-30,O,11200.12
8357,1122,2018-05-30,Q,6650.05
8358,1122,2018-05-30,R,1545.0267
8359,1122,2018-05-30,U,10310.493
8360,1122,2018-05-31,B,23418.732
8361,1122,2018-05-31,D,29500.0
8362,1122,2018-05-31,E,4016.4402
8363,1122,2018-05-31,G,2875.0
8364,1122,2018-05-31,H,11903.377
8365,1122,2018-05-31,L,8699.95
8366,1122,2018-05-31,N,1695.1377
8367,1122,2018-05-31,O,0.0
8368,1122,2018-05-31,R,1112.47
8369,1122,2018-05-31,T,4081.1553
8370,1122,2018-05-31,U,13370.646
8371,1122,2018-05-31,X,0.0
8372,1122,2018-06-01,B,23250.0
8373,1122,2018-06-01,D,29500.0
8374,1122,2018-06-01,E,3350.17
8375,1122,2018-06-01,J,51999.9
8376,1122,2018-06-01,K,9942.313
8377,1122,2018-06-01,L,7612.425
8378,1122,2018-06-01,T,3260.6
8379,1122,2018-06-01,U,16500.14
8380,1122,2018-06-02,C,44999.89
8381,1122,2018-06-02,D,29500.0
8382,1122,2018-06-02,E,3278.0183
8383,1122,2018-06-02,H,12050.045
8384,1122,2018-06-02,I,11444.3
8385,1122,2018-06-02,J,17500.0
8386,1122,2018-06-02,K,14427.212
8387,1122,2018-06-02,L,9099.21
8388,1122,2018-06-02,M,4602.7646
8389,1122,2018-06-02,N,1622.27
8390,1122,2018-06-02,O,0.0
8391,1122,2018-06-02,P,5100.02
8392,1122,2018-06-02,T,2930.065
8393,1122,2018-06-03,D,29500.0
8394,1122,2018-06-03,K,7404.33
8395,1122,2018-06-03,L,10033.384
8396,1122,2018-06-03,N,3093.29
8397,1122,2018-06-03,Q,6473.1567
8398,1122,2018-06-03,T,4589.165
8399,1122,2018-06-03,U,7015.76
8400,1122,2018-06-03,X,0.0
8401,1122,2018-06-04,B,10052.6
8402,1122,2018-06-04,D,30970.05
8403,1122,2018-06-04,E,2483.3
8404,1122,2018-06-04,H,7525.2397
8405,1122,2018-06-04,K,11540.464
8406,1122,2018-06-04,L,7192.2925
8407,1122,2018-06-04,M,4241.88
8408,1122,2018-06-04,N,1699.92
8409,1122,2018-06-04,O,0.0
8410,1122,2018-06-04,Q,6649.84
8411,1122,2018-06-04,U,13930.593
8412,1122,2018-06-04,Y,6150.0
8413,1122,2018-06-05,D,29500.22
8414,1122,2018-06-05,E,3079.5625
8415,1122,2018-06-05,H,6215.97
8416,1122,2018-06-05,K,9104.11
8417,1122,2018-06-05,L,8029.9766
8418,1122,2018-06-05,N,2031.0945
8419,1122,2018-06-05,P,5099.87
8420,1122,2018-06-05,Q,5020.744
8421,1122,2018-06-05,T,3967.9565
8422,1122,2018-06-06,D,28320.0
8423,1122,2018-06-06,E,2869.75
8424,1122,2018-06-06,K,4739.2734
8425,1122,2018-06-06,L,6108.3115
8426,1122,2018-06-06,M,2568.2
8427,1122,2018-06-06,N,1487.44
8428,1122,2018-06-06,Q,7900.23
8429,1122,2018-06-06,T,4776.682
8430,1122,2018-06-06,U,2568.2
8431,1122,2018-06-06,X,0.0
8432,1122,2018-06-07,B,24250.0
8433,1122,2018-06-07,C,43649.94
8434,1122,2018-06-07,D,28615.0
8435,1122,2018-06-07,E,4349.74
8436,1122,2018-06-07,I,11680.465
8437,1122,2018-06-07,K,17899.89
8438,1122,2018-06-07,L,8585.72
8439,1122,2018-06-07,M,18831.277
8440,1122,2018-06-07,Q,5819.19
8441,1122,2018-06-07,T,4250.1104
8442,1122,2018-06-07,U,9229.696
8443,1122,2018-06-08,C,24484.89
8444,1122,2018-06-08,D,29500.246
8445,1122,2018-06-08,E,2445.68
8446,1122,2018-06-08,H,7036.856
8447,1122,2018-06-08,K,13900.0
8448,1122,2018-06-08,L,8700.0
8449,1122,2018-06-08,M,3827.0225
8450,1122,2018-06-08,O,17899.78
8451,1122,2018-06-08,Q,5518.17
8452,1122,2018-06-08,T,5000.0
8453,1122,2018-06-08,U,14437.5
8454,1122,2018-06-09,B,14451.86
8455,1122,2018-06-09,D,29500.0
8456,1122,2018-06-09,H,7358.9883
8457,1122,2018-06-09,K,5313.3203
8458,1122,2018-06-09,L,8700.0
8459,1122,2018-06-09,M,5886.195
8460,1122,2018-06-09,N,1565.71
8461,1122,2018-06-09,O,0.0
8462,1122,2018-06-09,Q,4273.18
8463,1122,2018-06-09,T,3750.28
8464,1122,2018-06-09,U,19166.518
8465,1122,2018-06-09,X,0.0
8466,1122,2018-06-09,Y,28450.0
8467,1122,2018-06-10,B,18131.99
8468,1122,2018-06-10,D,29500.0
8469,1122,2018-06-10,E,1919.75
8470,1122,2018-06-10,H,8960.914
8471,1122,2018-06-10,I,15999.2
8472,1122,2018-06-10,K,10029.29
8473,1122,2018-06-10,L,8782.386
8474,1122,2018-06-10,M,3806.9375
8475,1122,2018-06-10,O,0.0
8476,1122,2018-06-10,P,5775.0225
8477,1122,2018-06-10,Q,6650.01
8478,1122,2018-06-10,T,4587.5063
8479,1122,2018-06-10,U,12356.106
8480,1122,2018-06-10,Y,28450.0
8481,1122,2018-06-11,B,10304.61
8482,1122,2018-06-11,D,28000.09
8483,1122,2018-06-11,H,8298.068
8484,1122,2018-06-11,K,6553.0723
8485,1122,2018-06-11,L,8948.546
8486,1122,2018-06-11,M,18280.0
8487,1122,2018-06-11,N,1876.0433
8488,1122,2018-06-11,O,0.0
8489,1122,2018-06-11,T,3644.8901
8490,1122,2018-06-11,X,0.0
8491,1122,2018-06-12,C,3970.0
8492,1122,2018-06-12,E,2739.435
8493,1122,2018-06-12,H,10736.957
8494,1122,2018-06-12,K,6992.69
8495,1122,2018-06-12,L,6945.178
8496,1122,2018-06-12,N,1530.0
8497,1122,2018-06-12,O,0.0
8498,1122,2018-06-12,P,5699.9883
8499,1122,2018-06-12,Q,6330.0
8500,1122,2018-06-12,T,4670.823
8501,1122,2018-06-12,X,0.0
8502,1122,2018-06-13,B,16957.08
8503,1122,2018-06-13,H,5666.27
8504,1122,2018-06-13,K,14364.64
8505,1122,2018-06-13,L,4541.25
8506,1122,2018-06-13,M,3057.8467
8507,1122,2018-06-13,Q,6007.588
8508,1122,2018-06-13,T,5214.64
8509,1122,2018-06-13,U,17160.2
8510,1122,2018-06-14,C,43068.03
8511,1122,2018-06-14,E,4349.74
8512,1122,2018-06-14,J,55114.24
8513,1122,2018-06-14,L,5592.963
8514,1122,2018-06-14,N,1603.3455
8515,1122,2018-06-14,Q,6321.09
8516,1122,2018-06-14,T,4741.2935
8517,1122,2018-06-14,U,16702.14
8518,1122,2018-06-14,X,0.0
8519,1122,2018-06-15,B,22248.215
8520,1122,2018-06-15,C,43002.633
8521,1122,2018-06-15,D,29500.0
8522,1122,2018-06-15,H,5161.21
8523,1122,2018-06-15,K,7799.468
8524,1122,2018-06-15,M,18348.5
8525,1122,2018-06-15,N,1754.2634
8526,1122,2018-06-15,R,5.0
8527,1122,2018-06-15,T,7500.0
8528,1122,2018-06-15,X,0.0
8529,1122,2018-06-16,D,28000.0
8530,1122,2018-06-16,H,5712.34
8531,1122,2018-06-16,K,5313.335
8532,1122,2018-06-16,L,7402.839
8533,1122,2018-06-16,M,7825.09
8534,1122,2018-06-16,N,1340.0
8535,1122,2018-06-16,Q,6234.84
8536,1122,2018-06-16,R,5.0
8537,1122,2018-06-16,T,4245.594
8538,1122,2018-06-16,U,10744.9
8539,1122,2018-06-16,X,0.0
8540,1122,2018-06-17,B,8245.76
8541,1122,2018-06-17,C,43000.0
8542,1122,2018-06-17,H,11339.75
8543,1122,2018-06-17,K,6072.94
8544,1122,2018-06-17,L,8038.6035
8545,1122,2018-06-17,M,7365.6
8546,1122,2018-06-17,N,1464.3572
8547,1122,2018-06-17,P,6000.0
8548,1122,2018-06-17,U,12292.215
8549,1122,2018-06-18,D,25200.0
8550,1122,2018-06-18,E,4349.74
8551,1122,2018-06-18,L,8555.786
8552,1122,2018-06-18,N,1982.3833
8553,1122,2018-06-18,O,0.0
8554,1122,2018-06-18,T,4024.5088
8555,1122,2018-06-19,B,10707.29
8556,1122,2018-06-19,D,28000.0
8557,1122,2018-06-19,H,18407.25
8558,1122,2018-06-19,K,14041.84
8559,1122,2018-06-19,L,8280.0
8560,1122,2018-06-19,M,7912.79
8561,1122,2018-06-19,Q,6361.49
8562,1122,2018-06-19,T,5027.28
8563,1122,2018-06-19,U,11225.314
8564,1122,2018-06-20,C,22712.59
8565,1122,2018-06-20,D,29093.572
8566,1122,2018-06-20,H,10943.79
8567,1122,2018-06-20,J,43000.0
8568,1122,2018-06-20,K,8452.073
8569,1122,2018-06-20,L,9102.335
8570,1122,2018-06-20,M,9845.733
8571,1122,2018-06-20,Q,5251.8604
8572,1122,2018-06-20,T,5007.1997
8573,1122,2018-06-20,U,12680.515
8574,1122,2018-06-21,B,17655.39
8575,1122,2018-06-21,E,4150.47
8576,1122,2018-06-21,H,5162.497
8577,1122,2018-06-21,K,12374.014
8578,1122,2018-06-21,L,6325.75
8579,1122,2018-06-21,M,5908.201
8580,1122,2018-06-21,O,0.0
8581,1122,2018-06-21,Q,5248.12
8582,1122,2018-06-21,R,3.27125
8583,1122,2018-06-21,T,4482.1143
8584,1122,2018-06-21,U,15758.18
8585,1122,2018-06-22,B,19157.557
8586,1122,2018-06-22,C,42999.973
8587,1122,2018-06-22,E,3407.278
8588,1122,2018-06-22,H,10835.1
8589,1122,2018-06-22,K,13310.38
8590,1122,2018-06-22,L,8279.989
8591,1122,2018-06-22,M,19280.0
8592,1122,2018-06-22,N,1881.7211
8593,1122,2018-06-22,Q,4866.18
8594,1122,2018-06-23,C,42958.14
8595,1122,2018-06-23,D,24500.09
8596,1122,2018-06-23,E,3957.8433
8597,1122,2018-06-23,H,7327.005
8598,1122,2018-06-23,I,25205.6
8599,1122,2018-06-23,L,6602.9
8600,1122,2018-06-23,M,19239.23
8601,1122,2018-06-23,N,1708.2018
8602,1122,2018-06-23,O,0.0
8603,1122,2018-06-23,Q,6629.16
8604,1122,2018-06-23,T,4981.54
8605,1122,2018-06-23,Y,23413.86
8606,1122,2018-06-24,D,24500.016
8607,1122,2018-06-24,H,9041.63
8608,1122,2018-06-24,K,7196.8735
8609,1122,2018-06-24,L,6894.188
8610,1122,2018-06-24,M,1845.0
8611,1122,2018-06-24,N,1542.55
8612,1122,2018-06-24,O,0.0
8613,1122,2018-06-24,T,3186.688
8614,1122,2018-06-24,U,17961.11
8615,1122,2018-06-25,B,20820.127
8616,1122,2018-06-25,C,36780.72
8617,1122,2018-06-25,D,29250.0
8618,1122,2018-06-25,E,3007.629
8619,1122,2018-06-25,H,10715.43
8620,1122,2018-06-25,J,42953.66
8621,1122,2018-06-25,L,8280.0
8622,1122,2018-06-25,M,5275.2666
8623,1122,2018-06-25,N,1711.3086
8624,1122,2018-06-25,U,9671.55
8625,1122,2018-06-25,Y,13140.0
8626,1122,2018-06-26,D,26366.666
8627,1122,2018-06-26,H,8955.02
8628,1122,2018-06-26,K,12315.125
8629,1122,2018-06-26,L,7440.439
8630,1122,2018-06-26,M,7116.16
8631,1122,2018-06-26,N,1689.0786
8632,1122,2018-06-26,O,0.0
8633,1122,2018-06-26,R,3.2749999
8634,1122,2018-06-26,T,4710.048
8635,1122,2018-06-26,U,17280.0
